frame,track_id,class_name,x1,y1,x2,y2,center_x,center_y,bottom_x,bottom_y,lane_name,direction,wrong_lane,wrong_direction,violation_type,has_violation
25,2,car,440.1218566894531,78.04313659667969,477.9083557128906,109.05049896240234,459.0151062011719,93.54681396484376,459.0151062011719,109.05049896240234,lane_1,down,True,True,wrong_direction,True
26,2,car,439.8364562988281,78.04572296142578,477.7684326171875,109.18624877929688,458.8024291992187,93.61598205566406,458.8024291992187,109.18624877929688,lane_1,down,True,True,wrong_direction,True
27,2,car,439.49072265625,78.05867004394531,477.3658447265625,109.2351531982422,458.42828369140625,93.64691162109376,458.42828369140625,109.2351531982422,lane_1,down,True,True,wrong_direction,True
28,2,car,439.3034362792969,78.05813598632812,477.1331481933594,109.2902603149414,458.2182922363281,93.6741943359375,458.2182922363281,109.2902603149414,lane_1,down,True,True,wrong_direction,True
29,2,car,439.21044921875,78.00943756103516,477.03515625,109.33248901367188,458.122802734375,93.67095947265624,458.122802734375,109.33248901367188,lane_1,down,True,True,wrong_direction,True
29,16,motorcycle,409.9407043457031,96.57474517822266,428.2044677734375,127.69327545166016,419.0725708007813,112.1340103149414,419.0725708007813,127.69327545166016,lane_2,static_or_unclear,True,False,wrong_lane,True
30,2,car,439.2825012207031,78.03711700439453,476.907470703125,109.27749633789062,458.094970703125,93.65730285644533,458.094970703125,109.27749633789062,lane_1,down,True,True,wrong_direction,True
30,16,motorcycle,409.9912109375,96.4089813232422,427.1339416503906,125.53233337402344,418.56256103515625,110.9706573486328,418.56256103515625,125.53233337402344,lane_2,static_or_unclear,True,False,wrong_lane,True
31,2,car,439.4963989257813,78.04876708984375,476.9062194824219,109.1358871459961,458.2012939453125,93.5923309326172,458.2012939453125,109.1358871459961,lane_1,down,True,True,wrong_direction,True
31,16,motorcycle,408.9755859375,96.9759292602539,425.53961181640625,124.5234832763672,417.2575988769531,110.7497100830078,417.2575988769531,124.5234832763672,lane_2,static_or_unclear,True,False,wrong_lane,True
32,2,car,439.5667419433594,78.04312896728516,476.7678527832031,108.98081970214844,458.1672973632813,93.51197814941406,458.1672973632813,108.98081970214844,lane_1,down,True,True,wrong_direction,True
33,2,car,439.5072326660156,77.87538146972656,476.6793518066406,108.79786682128906,458.0932922363281,93.3366241455078,458.0932922363281,108.79786682128906,lane_1,down,True,True,wrong_direction,True
34,2,car,439.56195068359375,77.84169006347656,476.5432434082031,108.59050750732422,458.0526123046875,93.21609497070312,458.0526123046875,108.59050750732422,lane_1,down,True,True,wrong_direction,True
35,2,car,439.6204833984375,77.83441162109375,476.2604370117187,108.24871063232422,457.9404602050781,93.04156494140624,457.9404602050781,108.24871063232422,lane_1,down,True,True,wrong_direction,True
35,16,motorcycle,406.0892639160156,91.46907043457033,422.0216979980469,117.2782211303711,414.0554809570313,104.37364196777344,414.0554809570313,117.2782211303711,lane_2,static_or_unclear,True,False,wrong_lane,True
36,2,car,439.7720031738281,77.77043151855469,475.9505920410156,107.72847747802734,457.8612976074219,92.74945068359376,457.8612976074219,107.72847747802734,lane_1,down,True,True,wrong_direction,True
36,16,motorcycle,404.3907165527344,90.02135467529297,421.2160949707031,116.2574462890625,412.8034057617187,103.139404296875,412.8034057617187,116.2574462890625,lane_2,static_or_unclear,True,False,wrong_lane,True
37,2,car,439.7796936035156,77.75016021728516,475.6692504882813,107.43806457519533,457.7244873046875,92.5941162109375,457.7244873046875,107.43806457519533,lane_1,down,True,True,wrong_direction,True
37,16,motorcycle,404.59515380859375,88.07762908935547,421.610107421875,114.118408203125,413.1026306152344,101.0980224609375,413.1026306152344,114.118408203125,lane_2,static_or_unclear,True,False,wrong_lane,True
38,2,car,439.8794250488281,77.77042388916016,475.3102111816406,107.02922821044922,457.5948181152344,92.39982604980467,457.5948181152344,107.02922821044922,lane_1,down,True,True,wrong_direction,True
38,16,motorcycle,404.0789489746094,86.20919036865234,421.3783264160156,112.5543441772461,412.7286376953125,99.38176727294922,412.7286376953125,112.5543441772461,lane_2,static_or_unclear,True,False,wrong_lane,True
39,2,car,439.9204406738281,77.79791259765625,475.5090026855469,107.13004302978516,457.7147216796875,92.46397399902344,457.7147216796875,107.13004302978516,lane_1,down,True,True,wrong_direction,True
39,16,motorcycle,402.7746887207031,84.02691650390625,420.7469177246094,111.0489501953125,411.76080322265625,97.53793334960938,411.76080322265625,111.0489501953125,lane_2,static_or_unclear,True,False,wrong_lane,True
40,2,car,439.84619140625,77.79086303710938,475.6106567382813,107.2118911743164,457.7284240722656,92.50137329101562,457.7284240722656,107.2118911743164,lane_1,down,True,True,wrong_direction,True
40,16,motorcycle,401.6908264160156,83.6086196899414,419.8748168945313,110.35272216796876,410.7828369140625,96.9806671142578,410.7828369140625,110.35272216796876,lane_2,static_or_unclear,True,False,wrong_lane,True
41,2,car,439.77203369140625,77.75657653808594,475.7360229492187,107.27422332763672,457.7540283203125,92.51539611816406,457.7540283203125,107.27422332763672,lane_1,down,True,True,wrong_direction,True
42,2,car,439.88372802734375,77.69615173339844,475.6862487792969,106.99110412597656,457.7849731445313,92.3436279296875,457.7849731445313,106.99110412597656,lane_1,down,True,True,wrong_direction,True
43,2,car,439.9059753417969,77.69819641113281,475.73626708984375,106.92743682861328,457.8211059570313,92.31282043457033,457.8211059570313,106.92743682861328,lane_1,down,True,True,wrong_direction,True
44,2,car,440.045166015625,77.67993927001953,475.7410888671875,106.7117691040039,457.89312744140625,92.19585418701172,457.89312744140625,106.7117691040039,lane_1,down,True,True,wrong_direction,True
45,2,car,440.4234924316406,77.7838363647461,475.9369201660156,106.46197509765624,458.1802062988281,92.12290954589844,458.1802062988281,106.46197509765624,lane_1,down,True,True,wrong_direction,True
46,2,car,440.7976989746094,77.83843231201172,475.8954162597656,105.96807861328124,458.3465576171875,91.90325927734376,458.3465576171875,105.96807861328124,lane_1,down,True,True,wrong_direction,True
47,2,car,440.8263854980469,77.89887237548828,476.2012634277344,106.13473510742188,458.5138244628906,92.0167999267578,458.5138244628906,106.13473510742188,lane_1,down,True,True,wrong_direction,True
48,2,car,440.7277526855469,77.90498352050781,476.3151550292969,106.20010375976562,458.5214538574219,92.05254364013672,458.5214538574219,106.20010375976562,lane_1,down,True,True,wrong_direction,True
48,149,motorcycle,401.8718566894531,75.68706512451172,418.5008850097656,99.72354888916016,410.1863708496094,87.70530700683594,410.1863708496094,99.72354888916016,lane_2,static_or_unclear,True,False,wrong_lane,True
49,2,car,440.81878662109375,77.89515686035156,476.1820373535156,105.8797836303711,458.50042724609375,91.88746643066406,458.50042724609375,105.8797836303711,lane_1,down,True,True,wrong_direction,True
50,2,car,441.0019836425781,77.90756225585938,476.6014404296875,106.05445098876952,458.80169677734375,91.9810028076172,458.80169677734375,106.05445098876952,lane_1,down,True,True,wrong_direction,True
51,2,car,441.410888671875,77.88236236572266,476.7628784179687,105.8107452392578,459.0868835449219,91.8465576171875,459.0868835449219,105.8107452392578,lane_1,down,True,True,wrong_direction,True
52,2,car,441.4675903320313,77.8325424194336,477.4132690429687,106.36466217041016,459.4404296875,92.09860229492188,459.4404296875,106.36466217041016,lane_1,down,True,True,wrong_direction,True
53,2,car,441.7151489257813,77.77943420410156,478.31634521484375,107.0018081665039,460.0157470703125,92.390625,460.0157470703125,107.0018081665039,lane_1,down,True,True,wrong_direction,True
54,2,car,441.8310241699219,77.75550079345703,478.7564697265625,107.39115142822266,460.2937622070313,92.57332611083984,460.2937622070313,107.39115142822266,lane_1,down,True,True,wrong_direction,True
55,2,car,441.6724853515625,77.83053588867188,478.6715698242187,107.7150650024414,460.1720275878906,92.77279663085938,460.1720275878906,107.7150650024414,lane_1,down,True,True,wrong_direction,True
56,2,car,442.0030517578125,77.89102935791016,478.5502624511719,107.62744903564452,460.2766723632813,92.75923919677734,460.2766723632813,107.62744903564452,lane_1,down,True,True,wrong_direction,True
57,2,car,442.351318359375,77.94482421875,478.5965270996094,107.65006256103516,460.4739379882813,92.79743957519533,460.4739379882813,107.65006256103516,lane_1,down,True,True,wrong_direction,True
58,2,car,442.1681213378906,77.9887924194336,478.3084106445313,107.7546157836914,460.23828125,92.8717041015625,460.23828125,107.7546157836914,lane_1,down,True,True,wrong_direction,True
59,2,car,441.4674987792969,77.97212982177734,477.6701354980469,107.7516098022461,459.5688171386719,92.86186981201172,459.5688171386719,107.7516098022461,lane_1,down,True,True,wrong_direction,True
60,2,car,442.0398254394531,77.88227844238281,477.783203125,107.39877319335938,459.9114990234375,92.6405258178711,459.9114990234375,107.39877319335938,lane_1,down,True,True,wrong_direction,True
61,2,car,439.2450256347656,77.70884704589844,476.0704345703125,107.6611328125,457.65771484375,92.68498992919922,457.65771484375,107.6611328125,lane_1,down,True,True,wrong_direction,True
62,2,car,438.96435546875,77.6372299194336,476.0592956542969,107.45519256591795,457.5118408203125,92.54621124267578,457.5118408203125,107.45519256591795,lane_1,down,True,True,wrong_direction,True
63,2,car,439.4777526855469,77.6974105834961,476.7656555175781,107.61737060546876,458.1217041015625,92.65739440917967,458.1217041015625,107.61737060546876,lane_1,down,True,True,wrong_direction,True
64,2,car,439.8229064941406,77.72791290283203,477.287353515625,107.80995178222656,458.55511474609375,92.76893615722656,458.55511474609375,107.80995178222656,lane_1,down,True,True,wrong_direction,True
65,2,car,440.0162963867187,77.65290832519531,477.3815307617187,107.76587677001952,458.6989135742187,92.70939636230467,458.6989135742187,107.76587677001952,lane_1,down,True,True,wrong_direction,True
66,2,car,440.1731262207031,77.60493469238281,477.4573059082031,107.80462646484376,458.8152160644531,92.70478057861328,458.8152160644531,107.80462646484376,lane_1,down,True,True,wrong_direction,True
67,2,car,440.4184875488281,77.54644775390625,477.739013671875,107.96431732177734,459.0787353515625,92.75538635253906,459.0787353515625,107.96431732177734,lane_1,down,True,True,wrong_direction,True
68,2,car,440.6329345703125,77.35383605957031,477.37396240234375,107.57770538330078,459.0034484863281,92.4657745361328,459.0034484863281,107.57770538330078,lane_1,down,True,True,wrong_direction,True
69,2,car,440.7560119628906,77.42005157470703,477.2082214355469,107.6536102294922,458.9821166992187,92.53683471679688,458.9821166992187,107.6536102294922,lane_1,down,True,True,wrong_direction,True
70,2,car,440.785400390625,77.45977783203125,476.9632873535156,107.64794921875,458.8743286132813,92.55386352539062,458.8743286132813,107.64794921875,lane_1,down,True,True,wrong_direction,True
71,2,car,440.6463317871094,77.503662109375,476.5471801757813,107.58220672607422,458.59674072265625,92.54293823242188,458.59674072265625,107.58220672607422,lane_1,down,True,True,wrong_direction,True
72,2,car,440.7977294921875,77.40960693359375,476.96722412109375,107.84808349609376,458.8824768066406,92.62884521484376,458.8824768066406,107.84808349609376,lane_1,down,True,True,wrong_direction,True
73,2,car,441.1373291015625,77.43309783935547,477.0374450683594,107.72996520996094,459.08740234375,92.58152770996094,459.08740234375,107.72996520996094,lane_1,down,True,True,wrong_direction,True
74,2,car,441.3468933105469,77.49545288085938,477.1370849609375,107.77393341064452,459.2420043945313,92.63468933105467,459.2420043945313,107.77393341064452,lane_1,down,True,True,wrong_direction,True
75,2,car,441.0585021972656,77.67967224121094,476.98394775390625,108.0721435546875,459.021240234375,92.87590789794922,459.021240234375,108.0721435546875,lane_1,down,True,True,wrong_direction,True
76,2,car,440.9321594238281,77.74358367919922,476.9502868652344,108.22313690185548,458.9412231445313,92.98336029052734,458.9412231445313,108.22313690185548,lane_1,down,True,True,wrong_direction,True
77,2,car,440.9174499511719,77.8245620727539,476.92529296875,108.25493621826172,458.92138671875,93.0397491455078,458.92138671875,108.25493621826172,lane_1,down,True,True,wrong_direction,True
78,2,car,441.3440856933594,77.81745147705078,477.4260864257813,108.21277618408205,459.3850708007813,93.0151138305664,459.3850708007813,108.21277618408205,lane_1,down,True,True,wrong_direction,True
79,2,car,441.0442810058594,77.80830383300781,477.3966979980469,108.45752716064452,459.2204895019531,93.13291931152344,459.2204895019531,108.45752716064452,lane_1,down,True,True,wrong_direction,True
80,2,car,441.4548034667969,77.80715942382812,477.6986999511719,108.2950668334961,459.5767517089844,93.05111694335938,459.5767517089844,108.2950668334961,lane_1,down,True,True,wrong_direction,True
81,2,car,441.00146484375,77.78995513916016,477.5455627441406,108.54680633544922,459.27349853515625,93.16838073730467,459.27349853515625,108.54680633544922,lane_1,down,True,True,wrong_direction,True
82,2,car,440.8021545410156,77.8055191040039,477.4169006347656,108.62801361083984,459.1095275878906,93.21676635742188,459.1095275878906,108.62801361083984,lane_1,down,True,True,wrong_direction,True
83,2,car,440.6963806152344,77.80870056152344,477.2787780761719,108.6358871459961,458.9875793457031,93.2222900390625,458.9875793457031,108.6358871459961,lane_1,down,True,True,wrong_direction,True
84,2,car,440.5738525390625,77.7800521850586,477.1510620117187,108.6361312866211,458.8624572753906,93.20809173583984,458.8624572753906,108.6361312866211,lane_1,down,True,True,wrong_direction,True
85,2,car,440.5513610839844,77.77985382080078,476.9334106445313,108.46952056884766,458.7423706054687,93.12468719482422,458.7423706054687,108.46952056884766,lane_1,down,True,True,wrong_direction,True
86,2,car,440.5029602050781,77.84723663330078,476.6947937011719,108.34085083007812,458.598876953125,93.0940399169922,458.598876953125,108.34085083007812,lane_1,down,True,True,wrong_direction,True
87,2,car,440.34124755859375,77.82832336425781,476.6000671386719,108.35186767578124,458.47064208984375,93.09009552001952,458.47064208984375,108.35186767578124,lane_1,down,True,True,wrong_direction,True
88,2,car,440.3814392089844,77.83390808105469,476.6574096679687,108.3118896484375,458.5194091796875,93.0728988647461,458.5194091796875,108.3118896484375,lane_1,down,True,True,wrong_direction,True
89,2,car,440.1258544921875,77.51618957519531,476.7913208007813,108.32774353027344,458.4585876464844,92.92196655273438,458.4585876464844,108.32774353027344,lane_1,down,True,True,wrong_direction,True
90,2,car,440.493896484375,77.01844787597656,477.3157348632813,108.0237045288086,458.9048156738281,92.52107238769533,458.9048156738281,108.0237045288086,lane_1,down,True,True,wrong_direction,True
91,2,car,440.0466003417969,77.14984130859375,476.8831481933594,108.16981506347656,458.4648742675781,92.65982818603516,458.4648742675781,108.16981506347656,lane_1,down,True,True,wrong_direction,True
91,92,car,373.07916259765625,70.1537857055664,406.8845520019531,100.99232482910156,389.98187255859375,85.57305908203125,389.98187255859375,100.99232482910156,unknown,up,False,True,wrong_direction,True
92,2,car,439.93609619140625,77.22299194335938,476.6857604980469,108.16273498535156,458.3109130859375,92.69286346435548,458.3109130859375,108.16273498535156,lane_1,down,True,True,wrong_direction,True
92,92,car,373.5589599609375,69.46292877197266,406.6937255859375,99.84434509277344,390.1263427734375,84.65364074707031,390.1263427734375,99.84434509277344,unknown,up,False,True,wrong_direction,True
93,2,car,439.8255310058594,77.19917297363281,476.6820373535156,108.2919921875,458.2537841796875,92.7455825805664,458.2537841796875,108.2919921875,lane_1,down,True,True,wrong_direction,True
93,92,car,373.9789733886719,68.5909652709961,406.6549072265625,98.70399475097656,390.31695556640625,83.64747619628906,390.31695556640625,98.70399475097656,unknown,up,False,True,wrong_direction,True
94,2,car,439.77880859375,77.18315887451172,476.57904052734375,108.28885650634766,458.1789245605469,92.73600769042967,458.1789245605469,108.28885650634766,lane_1,down,True,True,wrong_direction,True
94,92,car,374.8111572265625,68.47871398925781,406.59088134765625,97.81462860107422,390.7010192871094,83.14666748046875,390.7010192871094,97.81462860107422,unknown,up,False,True,wrong_direction,True
95,2,car,439.8619995117187,76.66059875488281,476.7041931152344,107.93841552734376,458.2830810546875,92.29950714111328,458.2830810546875,107.93841552734376,lane_1,down,True,True,wrong_direction,True
95,92,car,375.2150573730469,67.70631408691406,406.4925231933594,96.70811462402344,390.8537902832031,82.20721435546875,390.8537902832031,96.70811462402344,unknown,up,False,True,wrong_direction,True
96,2,car,439.939697265625,76.42070770263672,476.7949523925781,107.8396453857422,458.3673095703125,92.1301727294922,458.3673095703125,107.8396453857422,lane_1,down,True,True,wrong_direction,True
96,92,car,375.552490234375,66.93667602539062,406.7662353515625,96.0141143798828,391.1593627929687,81.47539520263672,391.1593627929687,96.0141143798828,unknown,up,False,True,wrong_direction,True
97,2,car,440.3476867675781,76.464111328125,476.7980346679687,107.57125091552734,458.5728759765625,92.01768493652344,458.5728759765625,107.57125091552734,lane_1,down,True,True,wrong_direction,True
98,2,car,440.4211730957031,76.96371459960938,476.4986877441406,107.71553802490234,458.4599304199219,92.33963012695312,458.4599304199219,107.71553802490234,lane_1,down,True,True,wrong_direction,True
99,2,car,440.3869323730469,77.13394165039062,476.3746643066406,107.75554656982422,458.38079833984375,92.44474792480467,458.38079833984375,107.75554656982422,lane_1,down,True,True,wrong_direction,True
100,2,car,440.59918212890625,77.2681884765625,476.7759094238281,107.98065948486328,458.68756103515625,92.62442016601562,458.68756103515625,107.98065948486328,lane_1,down,True,True,wrong_direction,True
101,2,car,440.6134033203125,77.33721160888672,476.7743835449219,107.9843521118164,458.69390869140625,92.66078186035156,458.69390869140625,107.9843521118164,lane_1,down,True,True,wrong_direction,True
102,2,car,440.9501647949219,77.2602310180664,477.4695739746094,108.2093734741211,459.2098693847656,92.73480224609376,459.2098693847656,108.2093734741211,lane_1,down,True,True,wrong_direction,True
103,2,car,440.75299072265625,77.5054931640625,476.9208679199219,108.11871337890624,458.8369140625,92.81210327148438,458.8369140625,108.11871337890624,lane_1,down,True,True,wrong_direction,True
104,2,car,440.69879150390625,77.60979461669922,476.7992858886719,108.10172271728516,458.7490234375,92.8557586669922,458.7490234375,108.10172271728516,lane_1,down,True,True,wrong_direction,True
105,2,car,440.7426452636719,77.6700210571289,477.1068115234375,108.34268188476562,458.92474365234375,93.00634765625,458.92474365234375,108.34268188476562,lane_1,down,True,True,wrong_direction,True
106,2,car,440.71148681640625,77.69035339355469,477.0572509765625,108.32930755615234,458.8843688964844,93.00982666015624,458.8843688964844,108.32930755615234,lane_1,down,True,True,wrong_direction,True
107,2,car,440.4682312011719,77.6773452758789,476.9967651367187,108.4696044921875,458.73248291015625,93.07347106933594,458.73248291015625,108.4696044921875,lane_1,down,True,True,wrong_direction,True
108,2,car,440.1683044433594,77.68362426757812,477.0362548828125,108.7935791015625,458.602294921875,93.23860168457033,458.602294921875,108.7935791015625,lane_1,down,True,True,wrong_direction,True
109,2,car,440.1385192871094,77.64603424072266,476.9879150390625,108.74348449707033,458.563232421875,93.19476318359376,458.563232421875,108.74348449707033,lane_1,down,True,True,wrong_direction,True
110,2,car,440.2480163574219,77.8218994140625,476.9649658203125,108.7961654663086,458.60650634765625,93.3090362548828,458.60650634765625,108.7961654663086,lane_1,down,True,True,wrong_direction,True
111,2,car,440.42681884765625,77.77448272705078,477.1192321777344,108.73178100585938,458.77301025390625,93.2531280517578,458.77301025390625,108.73178100585938,lane_1,down,True,True,wrong_direction,True
112,2,car,440.3379821777344,77.67386627197266,477.1635437011719,108.75760650634766,458.7507629394531,93.21573638916016,458.7507629394531,108.75760650634766,lane_1,down,True,True,wrong_direction,True
113,2,car,440.5487365722656,77.52639770507812,477.7071533203125,109.04405212402344,459.1279296875,93.28522491455078,459.1279296875,109.04405212402344,lane_1,down,True,True,wrong_direction,True
114,2,car,440.3432922363281,77.44718170166016,477.3986511230469,108.93257904052734,458.8709716796875,93.18988037109376,458.8709716796875,108.93257904052734,lane_1,down,True,True,wrong_direction,True
115,2,car,440.27239990234375,77.28600311279297,477.4503479003906,108.9578628540039,458.86138916015625,93.12193298339844,458.86138916015625,108.9578628540039,lane_1,down,True,True,wrong_direction,True
116,2,car,440.2874145507813,77.1476821899414,477.5094909667969,108.9596939086914,458.8984375,93.0536880493164,458.8984375,108.9596939086914,lane_1,down,True,True,wrong_direction,True
117,2,car,440.26318359375,76.98817443847656,477.48052978515625,108.90110778808594,458.8718566894531,92.94464111328124,458.8718566894531,108.90110778808594,lane_1,down,True,True,wrong_direction,True
118,2,car,440.2660827636719,76.78253173828125,477.5752868652344,108.89005279541016,458.9206848144531,92.83628845214844,458.9206848144531,108.89005279541016,lane_1,down,True,True,wrong_direction,True
119,2,car,440.5195007324219,76.84321594238281,477.7242431640625,108.95365142822266,459.1218872070313,92.8984375,459.1218872070313,108.95365142822266,lane_1,down,True,True,wrong_direction,True
120,2,car,440.6307373046875,77.01115417480469,477.7168273925781,109.10358428955078,459.17376708984375,93.057373046875,459.17376708984375,109.10358428955078,lane_1,down,True,True,wrong_direction,True
121,2,car,440.55950927734375,76.9052734375,477.7388916015625,109.20530700683594,459.1492004394531,93.05529022216795,459.1492004394531,109.20530700683594,lane_1,down,True,True,wrong_direction,True
122,2,car,440.5778198242187,76.97057342529297,477.5597839355469,109.20999908447266,459.06878662109375,93.0902862548828,459.06878662109375,109.20999908447266,lane_1,down,True,True,wrong_direction,True
123,2,car,440.7232666015625,77.0502700805664,477.50140380859375,109.17339324951172,459.1123352050781,93.11183166503906,459.1123352050781,109.17339324951172,lane_1,down,True,True,wrong_direction,True
124,2,car,440.8128051757813,77.09402465820312,477.3732299804687,109.05701446533205,459.093017578125,93.07551574707033,459.093017578125,109.05701446533205,lane_1,down,True,True,wrong_direction,True
125,2,car,440.972412109375,77.2413101196289,477.3017578125,109.02937316894533,459.1370849609375,93.13534545898438,459.1370849609375,109.02937316894533,lane_1,down,True,True,wrong_direction,True
126,2,car,441.0128784179687,77.249267578125,477.2607727050781,108.99139404296876,459.1368408203125,93.12033081054688,459.1368408203125,108.99139404296876,lane_1,down,True,True,wrong_direction,True
127,2,car,441.0462951660156,77.31273651123047,477.2179260253906,108.9897918701172,459.1321105957031,93.15126037597656,459.1321105957031,108.9897918701172,lane_1,down,True,True,wrong_direction,True
128,2,car,441.1541137695313,77.35494232177734,477.2996215820313,108.9768295288086,459.2268676757813,93.16588592529295,459.2268676757813,108.9768295288086,lane_1,down,True,True,wrong_direction,True
129,2,car,440.9752807617187,77.41585540771484,476.6336669921875,108.48809814453124,458.8044738769531,92.95198059082033,458.8044738769531,108.48809814453124,lane_1,down,True,True,wrong_direction,True
130,2,car,440.9534301757813,77.49710083007812,476.3589782714844,108.21502685546876,458.65618896484375,92.85606384277344,458.65618896484375,108.21502685546876,lane_1,down,True,True,wrong_direction,True
131,2,car,440.7890625,77.47368621826172,476.3353576660156,108.19886016845705,458.5621948242187,92.83627319335938,458.5621948242187,108.19886016845705,lane_1,down,True,True,wrong_direction,True
132,2,car,440.5661315917969,77.413330078125,476.3090515136719,108.20578002929688,458.4375915527344,92.80955505371094,458.4375915527344,108.20578002929688,lane_1,down,True,True,wrong_direction,True
133,2,car,440.448486328125,77.44717407226562,476.2658996582031,108.22573852539062,458.357177734375,92.83645629882812,458.357177734375,108.22573852539062,lane_1,down,True,True,wrong_direction,True
